Order_ID,Order_Date,Customer_ID,Product,Category,Region,Customer_Type,Quantity,Unit_Price,Discount,Sales,Profit,Salesperson
ORD0447,2025-11-04,CUST173,Monitor 27-inch,Electronics,South,Small Business,2,24000,0.1,43200.0,3840.0,Rohan
ORD0448,2025-01-29,CUST221,Premium Pen Set,Office Supplies,West,Consumer,6,700,0.15,3570.0,714.0,Diya
ORD0449,2025-09-09,CUST163,Monitor 27-inch,Electronics,Central,Consumer,2,24000,0.05,45600.0,6240.0,Diya
ORD0450,2025-04-16,CUST085,USB-C Hub,Electronics,East,Consumer,4,3200,0.02,12544.0,2048.0,Meera
ORD0451,2025-08-16,CUST232,Standing Desk,Furniture,North,Consumer,5,22000,0.0,110000.0,27500.0,Rohan
ORD0452,2025-09-07,CUST153,Premium Pen Set,Office Supplies,North,Small Business,5,700,0.05,3325.0,945.0,Kabir
ORD0453,2025-02-01,CUST250,Laptop Pro 14,Electronics,South,Consumer,3,85000,0.05,242250.0,33150.0,Kabir
ORD0454,2025-03-28,CUST212,Desk Lamp,Furniture,Central,Corporate,6,2500,0.1,13500.0,2250.0,Meera
ORD0455,2025-06-22,CUST136,Laptop Pro 14,Electronics,East,Consumer,6,85000,0.15,433500.0,15300.0,Meera
ORD0456,2025-06-29,CUST240,Monitor 27-inch,Electronics,East,Corporate,7,24000,0.15,142800.0,5040.0,Meera
ORD0457,2025-01-27,CUST103,USB-C Hub,Electronics,East,Small Business,6,3200,0.0,19200.0,3456.0,Kabir
ORD0458,2025-06-30,CUST140,Notebook Set,Office Supplies,East,Small Business,7,450,0.02,3087.0,945.0,Anaya
ORD0459,2025-03-08,CUST107,Notebook Set,Office Supplies,South,Consumer,4,450,0.05,1710.0,486.0,Aarav
ORD0460,2025-06-07,CUST092,Notebook Set,Office Supplies,West,Corporate,1,450,0.1,405.0,99.0,Rohan
ORD0461,2025-07-28,CUST244,Monitor 27-inch,Electronics,North,Consumer,1,24000,0.02,23520.0,3840.0,Anaya
ORD0462,2025-08-17,CUST049,USB-C Hub,Electronics,South,Corporate,2,3200,0.05,6080.0,832.0,Meera
ORD0463,2025-10-05,CUST039,Office Chair,Furniture,South,Consumer,3,12000,0.02,35280.0,8280.0,Anaya
ORD0464,2025-10-03,CUST124,USB-C Hub,Electronics,Central,Corporate,4,3200,0.0,12800.0,2304.0,Anaya
ORD0465,2025-04-15,CUST088,Desk Lamp,Furniture,South,Small Business,2,2500,0.1,4500.0,750.0,Diya
ORD0466,2025-12-29,CUST003,Premium Pen Set,Office Supplies,Central,Consumer,5,700,0.1,3150.0,770.0,Meera
ORD0467,2025-11-10,CUST101,Office Chair,Furniture,Central,Consumer,5,12000,0.1,54000.0,9000.0,Diya
ORD0468,2025-10-31,CUST057,Office Chair,Furniture,South,Small Business,4,12000,0.1,43200.0,7200.0,Kabir
ORD0469,2025-12-26,CUST230,Mechanical Keyboard,Electronics,Central,Corporate,7,5500,0.05,36575.0,5005.0,Rohan
ORD0470,2025-04-28,CUST160,USB-C Hub,Electronics,East,Consumer,2,3200,0.0,6400.0,1152.0,Meera
ORD0471,2025-08-21,CUST104,Wireless Headphones,Electronics,East,Small Business,4,4500,0.05,17100.0,2340.0,Rohan
ORD0472,2025-05-01,CUST132,Desk Lamp,Furniture,North,Corporate,3,2500,0.05,7125.0,1500.0,Diya
ORD0473,2025-06-12,CUST015,Notebook Set,Office Supplies,South,Consumer,6,450,0.15,2295.0,459.0,Rohan
ORD0474,2025-01-08,CUST245,USB-C Hub,Electronics,South,Consumer,4,3200,0.0,12800.0,2304.0,Diya
ORD0475,2025-04-11,CUST172,Mechanical Keyboard,Electronics,North,Consumer,5,5500,0.15,23375.0,825.0,Aarav
ORD0476,2025-01-08,CUST006,USB-C Hub,Electronics,Central,Consumer,5,3200,0.15,13600.0,480.0,Aarav
ORD0477,2025-06-12,CUST169,Notebook Set,Office Supplies,East,Corporate,5,450,0.02,2205.0,675.0,Aarav
ORD0478,2025-11-22,CUST032,Standing Desk,Furniture,North,Corporate,6,22000,0.1,118800.0,19800.0,Diya
ORD0479,2025-07-20,CUST171,Notebook Set,Office Supplies,North,Small Business,7,450,0.02,3087.0,945.0,Diya
ORD0480,2025-09-22,CUST050,Desk Lamp,Furniture,East,Small Business,5,2500,0.0,12500.0,3125.0,Anaya
ORD0481,2025-04-20,CUST231,Desk Lamp,Furniture,East,Small Business,4,2500,0.05,9500.0,2000.0,Kabir
ORD0482,2025-01-17,CUST027,Monitor 27-inch,Electronics,South,Corporate,2,24000,0.1,43200.0,3840.0,Rohan
ORD0483,2025-06-10,CUST136,Office Chair,Furniture,West,Consumer,1,12000,0.02,11760.0,2760.0,Meera
ORD0484,2025-10-23,CUST056,Premium Pen Set,Office Supplies,West,Consumer,6,700,0.05,3990.0,1134.0,Aarav
ORD0485,2025-08-09,CUST174,Desk Lamp,Furniture,South,Consumer,4,2500,0.1,9000.0,1500.0,Aarav
ORD0486,2025-06-16,CUST041,Desk Lamp,Furniture,East,Consumer,2,2500,0.05,4750.0,1000.0,Diya
ORD0487,2025-12-04,CUST109,Wireless Headphones,Electronics,South,Corporate,6,4500,0.05,25650.0,3510.0,Anaya
ORD0488,2025-12-04,CUST130,Notebook Set,Office Supplies,Central,Corporate,1,450,0.02,441.0,135.0,Aarav
ORD0489,2025-12-21,CUST050,Desk Lamp,Furniture,Central,Consumer,6,2500,0.1,13500.0,2250.0,Anaya
ORD0490,2025-01-29,CUST017,Wireless Headphones,Electronics,Central,Consumer,4,4500,0.1,16200.0,1440.0,Meera
ORD0491,2025-06-02,CUST160,USB-C Hub,Electronics,East,Corporate,5,3200,0.05,15200.0,2080.0,Aarav
ORD0492,2025-01-28,CUST176,Premium Pen Set,Office Supplies,West,Consumer,6,700,0.1,3780.0,924.0,Anaya
ORD0493,2025-07-06,CUST137,Notebook Set,Office Supplies,South,Small Business,4,450,0.1,1620.0,396.0,Anaya
ORD0494,2025-05-15,CUST243,Wireless Headphones,Electronics,North,Corporate,6,4500,0.0,27000.0,4860.0,Diya
ORD0495,2025-12-11,CUST131,Monitor 27-inch,Electronics,West,Consumer,4,24000,0.05,91200.0,12480.0,Diya
ORD0496,2025-05-19,CUST050,USB-C Hub,Electronics,Central,Small Business,7,3200,0.1,20160.0,1792.0,Diya
ORD0497,2025-12-05,CUST032,Notebook Set,Office Supplies,South,Consumer,5,450,0.05,2137.5,607.5,Rohan
ORD0498,2025-02-24,CUST113,Premium Pen Set,Office Supplies,North,Small Business,7,700,0.05,4655.0,1323.0,Rohan
ORD0499,2025-01-27,CUST104,Desk Lamp,Furniture,East,Small Business,3,2500,0.02,7350.0,1725.0,Rohan
ORD0500,2025-05-03,CUST007,Wireless Headphones,Electronics,Central,Small Business,2,4500,0.05,8550.0,1170.0,Meera
ORD0501,2025-06-12,CUST201,Office Chair,Furniture,Central,Consumer,6,12000,0.0,72000.0,18000.0,Meera
ORD0502,2025-11-20,CUST173,Wireless Headphones,Electronics,East,Consumer,1,4500,0.02,4410.0,720.0,Aarav
ORD0503,2025-09-08,CUST034,Mechanical Keyboard,Electronics,North,Corporate,2,5500,0.0,11000.0,1980.0,Diya
ORD0504,2025-06-10,CUST173,Standing Desk,Furniture,East,Corporate,1,22000,0.02,21560.0,5060.0,Meera
ORD0505,2025-01-12,CUST172,Mechanical Keyboard,Electronics,West,Consumer,2,5500,0.05,10450.0,1430.0,Kabir
ORD0506,2025-02-09,CUST104,Office Chair,Furniture,North,Corporate,5,12000,0.1,54000.0,9000.0,Diya
ORD0507,2025-05-24,CUST192,Office Chair,Furniture,Central,Consumer,4,12000,0.02,47040.0,11040.0,Kabir
ORD0508,2025-08-05,CUST037,Desk Lamp,Furniture,North,Corporate,4,2500,0.02,9800.0,2300.0,Meera
ORD0509,2025-06-03,CUST185,Monitor 27-inch,Electronics,North,Consumer,3,24000,0.15,61200.0,2160.0,Rohan
ORD0510,2025-01-09,CUST245,Desk Lamp,Furniture,West,Consumer,7,2500,0.02,17150.0,4025.0,Rohan
ORD0511,2025-10-15,CUST126,USB-C Hub,Electronics,West,Consumer,2,3200,0.1,5760.0,512.0,Anaya
ORD0512,2025-01-16,CUST092,USB-C Hub,Electronics,East,Small Business,7,3200,0.1,20160.0,1792.0,Meera
ORD0513,2025-05-03,CUST023,Notebook Set,Office Supplies,Central,Consumer,2,450,0.1,810.0,198.0,Aarav
ORD0514,2025-11-04,CUST129,Laptop Pro 14,Electronics,South,Consumer,4,85000,0.0,340000.0,61200.0,Kabir
ORD0515,2025-06-23,CUST005,Wireless Headphones,Electronics,North,Consumer,7,4500,0.02,30870.0,5040.0,Aarav
ORD0516,2025-04-08,CUST198,Monitor 27-inch,Electronics,East,Consumer,7,24000,0.15,142800.0,5040.0,Aarav
ORD0517,2025-12-06,CUST183,Notebook Set,Office Supplies,East,Small Business,3,450,0.0,1350.0,432.0,Anaya
ORD0518,2025-07-04,CUST182,USB-C Hub,Electronics,Central,Consumer,2,3200,0.15,5440.0,192.0,Kabir
ORD0519,2025-11-09,CUST216,Wireless Headphones,Electronics,South,Consumer,2,4500,0.05,8550.0,1170.0,Meera
ORD0520,2025-03-10,CUST177,USB-C Hub,Electronics,South,Consumer,7,3200,0.02,21952.0,3584.0,Aarav
ORD0521,2025-03-15,CUST179,Standing Desk,Furniture,West,Corporate,3,22000,0.05,62700.0,13200.0,Diya
ORD0522,2025-04-07,CUST127,Notebook Set,Office Supplies,South,Corporate,5,450,0.02,2205.0,675.0,Kabir
ORD0523,2025-06-20,CUST164,Office Chair,Furniture,South,Consumer,6,12000,0.05,68400.0,14400.0,Anaya
ORD0524,2025-03-20,CUST011,Laptop Pro 14,Electronics,Central,Corporate,5,85000,0.02,416500.0,68000.0,Kabir
ORD0525,2025-06-30,CUST139,Monitor 27-inch,Electronics,North,Small Business,1,24000,0.05,22800.0,3120.0,Diya
ORD0526,2025-02-17,CUST075,Premium Pen Set,Office Supplies,Central,Small Business,6,700,0.02,4116.0,1260.0,Anaya
ORD0527,2025-09-17,CUST104,Mechanical Keyboard,Electronics,West,Small Business,5,5500,0.0,27500.0,4950.0,Anaya
ORD0528,2025-03-01,CUST028,Standing Desk,Furniture,East,Small Business,3,22000,0.05,62700.0,13200.0,Meera
ORD0529,2025-08-12,CUST087,Monitor 27-inch,Electronics,North,Consumer,2,24000,0.05,45600.0,6240.0,Anaya
ORD0530,2025-01-15,CUST237,Premium Pen Set,Office Supplies,North,Small Business,2,700,0.02,1372.0,420.0,Diya
ORD0531,2025-01-12,CUST089,Office Chair,Furniture,South,Consumer,2,12000,0.15,20400.0,2400.0,Diya
ORD0532,2025-05-21,CUST246,USB-C Hub,Electronics,South,Corporate,3,3200,0.05,9120.0,1248.0,Diya
ORD0533,2025-01-10,CUST057,Office Chair,Furniture,South,Consumer,1,12000,0.1,10800.0,1800.0,Rohan
ORD0534,2025-12-05,CUST012,Notebook Set,Office Supplies,East,Small Business,7,450,0.02,3087.0,945.0,Meera
ORD0535,2025-10-10,CUST018,USB-C Hub,Electronics,West,Small Business,3,3200,0.0,9600.0,1728.0,Anaya
ORD0536,2025-06-08,CUST031,Standing Desk,Furniture,West,Small Business,7,22000,0.0,154000.0,38500.0,Rohan
ORD0537,2025-12-06,CUST124,Monitor 27-inch,Electronics,North,Small Business,3,24000,0.0,72000.0,12960.0,Anaya
ORD0538,2025-02-04,CUST070,Standing Desk,Furniture,West,Consumer,6,22000,0.0,132000.0,33000.0,Aarav
ORD0539,2025-10-19,CUST201,Premium Pen Set,Office Supplies,West,Corporate,6,700,0.1,3780.0,924.0,Anaya
ORD0540,2025-04-11,CUST245,Office Chair,Furniture,East,Small Business,1,12000,0.1,10800.0,1800.0,Aarav
ORD0541,2025-04-07,CUST243,Premium Pen Set,Office Supplies,South,Small Business,4,700,0.05,2660.0,756.0,Kabir
ORD0542,2025-04-09,CUST216,Laptop Pro 14,Electronics,Central,Small Business,7,85000,0.0,595000.0,107100.0,Kabir
ORD0543,2025-07-03,CUST013,Monitor 27-inch,Electronics,East,Corporate,3,24000,0.1,64800.0,5760.0,Diya
ORD0544,2025-02-25,CUST192,Office Chair,Furniture,South,Corporate,4,12000,0.0,48000.0,12000.0,Meera
ORD0545,2025-10-28,CUST242,Notebook Set,Office Supplies,South,Small Business,3,450,0.05,1282.5,364.5,Anaya
ORD0546,2025-12-20,CUST145,Laptop Pro 14,Electronics,Central,Consumer,6,85000,0.05,484500.0,66300.0,Aarav
ORD0547,2025-03-04,CUST057,USB-C Hub,Electronics,Central,Consumer,4,3200,0.05,12160.0,1664.0,Meera
ORD0548,2025-12-06,CUST236,Office Chair,Furniture,North,Corporate,2,12000,0.0,24000.0,6000.0,Meera
ORD0549,2025-01-22,CUST085,Office Chair,Furniture,East,Consumer,6,12000,0.02,70560.0,16560.0,Rohan
ORD0550,2025-07-06,CUST074,Laptop Pro 14,Electronics,South,Consumer,1,85000,0.05,80750.0,11050.0,Meera
ORD0551,2025-12-09,CUST066,Office Chair,Furniture,Central,Consumer,1,12000,0.02,11760.0,2760.0,Diya
ORD0552,2025-08-03,CUST084,Mechanical Keyboard,Electronics,West,Corporate,3,5500,0.0,16500.0,2970.0,Kabir
ORD0553,2025-02-08,CUST181,Standing Desk,Furniture,Central,Small Business,2,22000,0.1,39600.0,6600.0,Kabir
ORD0554,2025-06-26,CUST193,Office Chair,Furniture,Central,Small Business,7,12000,0.02,82320.0,19320.0,Aarav
ORD0555,2025-12-06,CUST164,Desk Lamp,Furniture,Central,Corporate,1,2500,0.05,2375.0,500.0,Diya
ORD0556,2025-06-15,CUST185,Office Chair,Furniture,East,Consumer,3,12000,0.1,32400.0,5400.0,Diya
ORD0557,2025-04-03,CUST120,Notebook Set,Office Supplies,West,Corporate,7,450,0.15,2677.5,535.5,Aarav
ORD0558,2025-08-27,CUST026,Notebook Set,Office Supplies,South,Corporate,1,450,0.0,450.0,144.0,Meera
ORD0559,2025-12-13,CUST223,Standing Desk,Furniture,West,Corporate,1,22000,0.1,19800.0,3300.0,Anaya
ORD0560,2025-04-27,CUST235,Standing Desk,Furniture,South,Small Business,1,22000,0.15,18700.0,2200.0,Meera
ORD0561,2025-01-23,CUST118,Standing Desk,Furniture,South,Corporate,3,22000,0.15,56100.0,6600.0,Diya
ORD0562,2025-03-13,CUST175,Premium Pen Set,Office Supplies,South,Consumer,3,700,0.0,2100.0,672.0,Meera
ORD0563,2025-05-07,CUST174,Office Chair,Furniture,East,Small Business,3,12000,0.02,35280.0,8280.0,Rohan
ORD0564,2025-08-03,CUST067,Laptop Pro 14,Electronics,Central,Consumer,3,85000,0.02,249900.0,40800.0,Meera
ORD0565,2025-10-17,CUST088,Wireless Headphones,Electronics,North,Small Business,7,4500,0.15,26775.0,945.0,Kabir
ORD0566,2025-12-27,CUST201,USB-C Hub,Electronics,East,Consumer,5,3200,0.05,15200.0,2080.0,Aarav
ORD0567,2025-02-16,CUST177,Standing Desk,Furniture,West,Consumer,4,22000,0.0,88000.0,22000.0,Meera
ORD0568,2025-11-14,CUST150,Laptop Pro 14,Electronics,West,Small Business,6,85000,0.15,433500.0,15300.0,Meera
ORD0569,2025-11-04,CUST132,Standing Desk,Furniture,Central,Consumer,6,22000,0.05,125400.0,26400.0,Aarav
ORD0570,2025-03-20,CUST039,Laptop Pro 14,Electronics,Central,Small Business,4,85000,0.1,306000.0,27200.0,Meera
ORD0571,2025-03-10,CUST225,Standing Desk,Furniture,South,Small Business,3,22000,0.0,66000.0,16500.0,Rohan
ORD0572,2025-02-04,CUST124,Office Chair,Furniture,Central,Small Business,2,12000,0.1,21600.0,3600.0,Rohan
ORD0573,2025-04-17,CUST049,Laptop Pro 14,Electronics,Central,Consumer,2,85000,0.02,166600.0,27200.0,Rohan
ORD0574,2025-04-23,CUST152,Notebook Set,Office Supplies,South,Small Business,5,450,0.02,2205.0,675.0,Aarav
ORD0575,2025-01-16,CUST225,Laptop Pro 14,Electronics,North,Small Business,6,85000,0.1,459000.0,40800.0,Rohan
ORD0576,2025-10-04,CUST053,USB-C Hub,Electronics,East,Consumer,7,3200,0.02,21952.0,3584.0,Kabir
ORD0577,2025-04-29,CUST197,Desk Lamp,Furniture,East,Corporate,4,2500,0.0,10000.0,2500.0,Kabir
ORD0578,2025-11-24,CUST155,Mechanical Keyboard,Electronics,Central,Small Business,5,5500,0.1,24750.0,2200.0,Aarav
ORD0579,2025-03-07,CUST191,Office Chair,Furniture,South,Consumer,3,12000,0.0,36000.0,9000.0,Diya
ORD0580,2025-10-06,CUST207,Mechanical Keyboard,Electronics,East,Corporate,2,5500,0.0,11000.0,1980.0,Anaya
ORD0581,2025-01-25,CUST007,Desk Lamp,Furniture,East,Small Business,1,2500,0.15,2125.0,250.0,Aarav
ORD0582,2025-12-26,CUST083,Mechanical Keyboard,Electronics,South,Consumer,2,5500,0.02,10780.0,1760.0,Diya
ORD0583,2025-07-01,CUST209,Wireless Headphones,Electronics,East,Consumer,5,4500,0.05,21375.0,2925.0,Kabir
ORD0584,2025-02-20,CUST185,Office Chair,Furniture,East,Consumer,6,12000,0.02,70560.0,16560.0,Rohan
ORD0585,2025-05-15,CUST139,Mechanical Keyboard,Electronics,East,Corporate,7,5500,0.15,32725.0,1155.0,Aarav
ORD0586,2025-01-26,CUST130,Office Chair,Furniture,West,Small Business,2,12000,0.1,21600.0,3600.0,Diya
ORD0587,2025-01-25,CUST248,Laptop Pro 14,Electronics,Central,Small Business,6,85000,0.0,510000.0,91800.0,Anaya
ORD0588,2025-01-09,CUST223,Laptop Pro 14,Electronics,North,Corporate,1,85000,0.02,83300.0,13600.0,Anaya
ORD0589,2025-07-20,CUST192,Monitor 27-inch,Electronics,East,Consumer,2,24000,0.05,45600.0,6240.0,Rohan
ORD0590,2025-07-02,CUST223,Desk Lamp,Furniture,Central,Corporate,4,2500,0.0,10000.0,2500.0,Aarav
ORD0591,2025-01-19,CUST073,Notebook Set,Office Supplies,East,Consumer,6,450,0.15,2295.0,459.0,Anaya
ORD0592,2025-09-08,CUST191,Wireless Headphones,Electronics,South,Small Business,5,4500,0.15,19125.0,675.0,Kabir
ORD0593,2025-07-10,CUST067,Laptop Pro 14,Electronics,East,Corporate,3,85000,0.02,249900.0,40800.0,Diya
ORD0594,2025-04-02,CUST217,Premium Pen Set,Office Supplies,South,Consumer,3,700,0.1,1890.0,462.0,Aarav
ORD0595,2025-08-08,CUST144,Desk Lamp,Furniture,North,Corporate,7,2500,0.02,17150.0,4025.0,Rohan
ORD0596,2025-03-28,CUST110,USB-C Hub,Electronics,North,Corporate,6,3200,0.0,19200.0,3456.0,Aarav
ORD0597,2025-10-06,CUST045,Wireless Headphones,Electronics,Central,Consumer,1,4500,0.02,4410.0,720.0,Aarav
ORD0598,2025-01-27,CUST213,Office Chair,Furniture,East,Corporate,6,12000,0.0,72000.0,18000.0,Rohan
ORD0599,2025-01-04,CUST077,Desk Lamp,Furniture,East,Consumer,3,2500,0.05,7125.0,1500.0,Anaya
ORD0600,2025-03-11,CUST126,USB-C Hub,Electronics,North,Corporate,2,3200,0.02,6272.0,1024.0,Meera
ORD0601,2025-10-17,CUST173,Premium Pen Set,Office Supplies,West,Corporate,5,700,0.02,3430.0,1050.0,Anaya
ORD0602,2025-04-01,CUST132,Office Chair,Furniture,East,Small Business,6,12000,0.02,70560.0,16560.0,Diya
ORD0603,2025-12-07,CUST135,Desk Lamp,Furniture,West,Small Business,3,2500,0.05,7125.0,1500.0,Anaya
ORD0604,2025-07-16,CUST230,Standing Desk,Furniture,East,Corporate,3,22000,0.0,66000.0,16500.0,Aarav
ORD0605,2025-07-12,CUST035,Office Chair,Furniture,North,Small Business,2,12000,0.15,20400.0,2400.0,Anaya
ORD0606,2025-03-14,CUST188,Monitor 27-inch,Electronics,West,Small Business,1,24000,0.0,24000.0,4320.0,Aarav
ORD0607,2025-09-22,CUST027,Wireless Headphones,Electronics,North,Consumer,7,4500,0.15,26775.0,945.0,Rohan
ORD0608,2025-10-04,CUST015,Desk Lamp,Furniture,Central,Small Business,5,2500,0.02,12250.0,2875.0,Rohan
ORD0609,2025-04-28,CUST231,Desk Lamp,Furniture,West,Consumer,5,2500,0.05,11875.0,2500.0,Anaya
ORD0610,2025-08-31,CUST104,Laptop Pro 14,Electronics,East,Small Business,5,85000,0.0,425000.0,76500.0,Rohan
ORD0611,2025-02-28,CUST002,Office Chair,Furniture,South,Small Business,7,12000,0.05,79800.0,16800.0,Meera
ORD0612,2025-07-28,CUST015,Office Chair,Furniture,North,Corporate,4,12000,0.15,40800.0,4800.0,Kabir
ORD0613,2025-08-02,CUST087,Desk Lamp,Furniture,West,Corporate,5,2500,0.1,11250.0,1875.0,Rohan
ORD0614,2025-10-16,CUST200,Wireless Headphones,Electronics,West,Small Business,5,4500,0.02,22050.0,3600.0,Meera
ORD0615,2025-02-06,CUST027,Laptop Pro 14,Electronics,South,Small Business,5,85000,0.1,382500.0,34000.0,Meera
ORD0616,2025-09-05,CUST083,USB-C Hub,Electronics,North,Corporate,7,3200,0.05,21280.0,2912.0,Meera
ORD0617,2025-09-25,CUST225,Wireless Headphones,Electronics,Central,Corporate,2,4500,0.0,9000.0,1620.0,Meera
ORD0618,2025-05-04,CUST182,USB-C Hub,Electronics,East,Small Business,5,3200,0.02,15680.0,2560.0,Anaya
ORD0619,2025-07-09,CUST067,Laptop Pro 14,Electronics,South,Consumer,6,85000,0.02,499800.0,81600.0,Aarav
ORD0620,2025-03-12,CUST041,Monitor 27-inch,Electronics,South,Small Business,2,24000,0.02,47040.0,7680.0,Anaya
ORD0621,2025-03-27,CUST237,Office Chair,Furniture,North,Consumer,4,12000,0.15,40800.0,4800.0,Kabir
ORD0622,2025-05-20,CUST210,Laptop Pro 14,Electronics,West,Small Business,6,85000,0.15,433500.0,15300.0,Rohan
ORD0623,2025-08-11,CUST226,Notebook Set,Office Supplies,Central,Consumer,1,450,0.15,382.5,76.5,Kabir
ORD0624,2025-12-04,CUST233,Wireless Headphones,Electronics,Central,Corporate,1,4500,0.15,3825.0,135.0,Meera
ORD0625,2025-03-19,CUST187,USB-C Hub,Electronics,Central,Small Business,4,3200,0.1,11520.0,1024.0,Kabir
ORD0626,2025-09-07,CUST194,Wireless Headphones,Electronics,Central,Corporate,1,4500,0.1,4050.0,360.0,Rohan
ORD0627,2025-01-20,CUST150,Monitor 27-inch,Electronics,Central,Corporate,2,24000,0.15,40800.0,1440.0,Anaya
ORD0628,2025-08-23,CUST221,Laptop Pro 14,Electronics,East,Small Business,4,85000,0.1,306000.0,27200.0,Kabir
ORD0629,2025-02-05,CUST176,Desk Lamp,Furniture,South,Consumer,1,2500,0.02,2450.0,575.0,Anaya
ORD0630,2025-03-24,CUST229,Office Chair,Furniture,East,Small Business,2,12000,0.0,24000.0,6000.0,Diya
ORD0631,2025-07-25,CUST203,Office Chair,Furniture,South,Small Business,2,12000,0.02,23520.0,5520.0,Meera
ORD0632,2025-02-25,CUST241,Mechanical Keyboard,Electronics,Central,Consumer,7,5500,0.05,36575.0,5005.0,Anaya
ORD0633,2025-08-19,CUST135,USB-C Hub,Electronics,West,Corporate,6,3200,0.02,18816.0,3072.0,Meera
ORD0634,2025-01-07,CUST009,Notebook Set,Office Supplies,Central,Small Business,5,450,0.05,2137.5,607.5,Meera
ORD0635,2025-05-18,CUST083,Wireless Headphones,Electronics,North,Small Business,6,4500,0.0,27000.0,4860.0,Meera
ORD0636,2025-06-09,CUST130,Office Chair,Furniture,South,Small Business,4,12000,0.0,48000.0,12000.0,Diya
ORD0637,2025-05-17,CUST012,Wireless Headphones,Electronics,Central,Corporate,4,4500,0.15,15300.0,540.0,Diya
ORD0638,2025-04-18,CUST138,Premium Pen Set,Office Supplies,East,Consumer,3,700,0.15,1785.0,357.0,Kabir
ORD0639,2025-12-13,CUST082,Wireless Headphones,Electronics,South,Corporate,5,4500,0.1,20250.0,1800.0,Rohan
ORD0640,2025-04-06,CUST064,USB-C Hub,Electronics,East,Small Business,1,3200,0.02,3136.0,512.0,Aarav
ORD0641,2025-09-05,CUST029,Desk Lamp,Furniture,West,Consumer,5,2500,0.1,11250.0,1875.0,Meera
ORD0642,2025-05-25,CUST120,Premium Pen Set,Office Supplies,North,,5,700,0.02,3430.0,1050.0,Aarav
ORD0643,2025-12-30,CUST095,Standing Desk,Furniture,North,Corporate,5,22000,0.0,110000.0,27500.0,Meera
ORD0644,2025-10-29,CUST093,Premium Pen Set,Office Supplies,East,Consumer,6,700,0.05,3990.0,1134.0,Meera
ORD0645,2025-11-10,CUST233,Mechanical Keyboard,Electronics,North,Consumer,5,5500,0.15,23375.0,825.0,Anaya
ORD0646,2025-11-02,CUST089,Office Chair,Furniture,North,Small Business,1,12000,0.02,11760.0,2760.0,Diya
ORD0647,2025-06-12,CUST217,Office Chair,Furniture,South,Consumer,1,12000,0.1,10800.0,1800.0,Aarav
ORD0648,2025-05-27,CUST214,Mechanical Keyboard,Electronics,West,Corporate,4,5500,0.0,22000.0,3960.0,Anaya
ORD0649,2025-02-15,CUST205,Monitor 27-inch,Electronics,South,Small Business,5,24000,0.15,102000.0,3600.0,Anaya
ORD0650,2025-05-29,CUST235,Standing Desk,Furniture,Central,Corporate,1,22000,0.02,21560.0,5060.0,Anaya
ORD0651,2025-09-01,CUST131,Standing Desk,Furniture,East,Small Business,3,22000,0.15,56100.0,6600.0,Rohan
ORD0652,2025-02-22,CUST116,Standing Desk,Furniture,West,Small Business,1,22000,0.0,22000.0,5500.0,Diya
ORD0653,2025-05-09,CUST076,Monitor 27-inch,Electronics,Central,Small Business,5,24000,0.0,120000.0,21600.0,Rohan
ORD0654,2025-10-10,CUST022,Notebook Set,Office Supplies,South,Consumer,4,450,0.02,1764.0,540.0,Kabir
ORD0655,2025-11-11,CUST140,Mechanical Keyboard,Electronics,Central,Small Business,2,5500,0.02,10780.0,1760.0,Anaya
ORD0656,2025-12-17,CUST088,Office Chair,Furniture,South,Corporate,7,12000,0.15,71400.0,8400.0,Anaya
ORD0657,2025-06-04,CUST179,USB-C Hub,Electronics,East,Corporate,4,3200,0.0,12800.0,2304.0,Kabir
ORD0658,2025-03-30,CUST249,Laptop Pro 14,Electronics,North,Corporate,3,85000,0.1,229500.0,20400.0,Kabir
ORD0659,2025-08-19,CUST175,Desk Lamp,Furniture,East,Consumer,7,2500,0.05,16625.0,3500.0,Kabir
ORD0660,2025-03-18,CUST063,Mechanical Keyboard,Electronics,Central,Corporate,4,5500,0.1,19800.0,1760.0,Diya
ORD0661,2025-10-05,CUST248,Monitor 27-inch,Electronics,East,Consumer,6,24000,0.15,122400.0,4320.0,Anaya
ORD0662,2025-11-18,CUST085,Mechanical Keyboard,Electronics,West,Small Business,3,5500,0.15,14025.0,495.0,Rohan
ORD0663,2025-11-05,CUST017,Laptop Pro 14,Electronics,Central,Consumer,5,85000,0.0,425000.0,76500.0,Kabir
ORD0664,2025-09-29,CUST017,Mechanical Keyboard,Electronics,East,Small Business,6,5500,0.02,32340.0,5280.0,Anaya
ORD0665,2025-07-26,CUST135,Mechanical Keyboard,Electronics,North,Small Business,3,5500,0.05,15675.0,2145.0,Diya
ORD0666,2025-05-25,CUST229,Office Chair,Furniture,South,Corporate,6,12000,0.1,64800.0,10800.0,Diya
ORD0667,2025-10-22,CUST098,Wireless Headphones,Electronics,Central,Corporate,4,4500,0.05,17100.0,2340.0,Aarav
ORD0668,2025-06-20,CUST076,Monitor 27-inch,Electronics,West,Corporate,5,24000,0.02,117600.0,19200.0,Kabir
ORD0669,2025-06-22,CUST078,Mechanical Keyboard,Electronics,East,Consumer,3,5500,0.05,15675.0,2145.0,Meera
ORD0670,2025-10-26,CUST174,Wireless Headphones,Electronics,West,Consumer,4,4500,0.1,16200.0,1440.0,Kabir
